"Quarter","HB","HBQF","HBName","HBNameQF","ADPName","ADPNameQF","ServiceType","ServiceTypeQF","SubstanceType","SubstanceTypeQF","Measure","Waited_1_week_or_less","Waited_more_than_1_week_but_within_2_weeks","Waited_more_than_2_week_but_within_3_weeks","Waited_more_than_3_week_but_within_4_weeks","Waited_more_than_4_week_but_within_8_weeks","Waited_more_than_8_week_but_within_12_weeks","Waited_more_than_12_week_but_within_26_weeks","Waited_more_than_26_week_but_within_52_weeks","Waited_more_than_52_week","LDP_standard_waited_3_weeks_or_less","LDP_standard_waited_more_than_3_weeks","Median_length_of_wait_days"
"Q3 2024/2025","S08000015","","NHS Ayrshire & Arran","","All NHS Ayrshire & Arran ADPs","d","Community-based service","","Co-dependency","","Number",62,13,3,1,0,0,0,0,0,78,1,0
"Q3 2024/2025","S08000015","","NHS Ayrshire & Arran","","All NHS Ayrshire & Arran ADPs","d","Prison-based service","","Co-dependency","","Number",0,1,0,0,0,0,0,0,0,1,0,11
"Q4 2024/2025","S08000015","","NHS Ayrshire & Arran","","All NHS Ayrshire & Arran ADPs","d","Community-based service","","Co-dependency","","Number",39,7,7,1,0,0,0,0,0,53,1,2
"Q4 2024/2025","S08000015","","NHS Ayrshire & Arran","","All NHS Ayrshire & Arran ADPs","d","Prison-based service","","Co-dependency","","Number",1,1,2,1,0,0,0,0,0,4,1,15
"Q4 2023/2024","S08000015","","NHS Ayrshire & Arran","","All NHS Ayrshire & Arran ADPs","d","Community-based service","","Drug","","Number",175,18,9,0,0,0,0,0,0,202,0,1
"Q4 2023/2024","S08000015","","NHS Ayrshire & Arran","","All NHS Ayrshire & Arran ADPs","d","Prison-based service","","Drug","","Number",30,0,2,1,1,1,0,0,0,32,3,1
"Q1 2024/2025","S08000015","","NHS Ayrshire & Arran","","All NHS Ayrshire & Arran ADPs","d","Community-based service","","Drug","","Number",186,15,7,1,0,0,0,0,0,208,1,1
"Q1 2024/2025","S08000015","","NHS Ayrshire & Arran","","All NHS Ayrshire & Arran ADPs","d","Prison-based service","","Drug","","Number",39,1,1,1,1,0,0,0,0,41,2,0
"Q2 2024/2025","S08000015","","NHS Ayrshire & Arran","","All NHS Ayrshire & Arran ADPs","d","Community-based service","","Drug","","Number",186,21,5,0,1,0,0,0,0,212,1,1
"Q2 2024/2025","S08000015","","NHS Ayrshire & Arran","","All NHS Ayrshire & Arran ADPs","d","Prison-based service","","Drug","","Number",30,0,0,0,0,1,0,0,0,30,1,3
"Q3 2024/2025","S08000015","","NHS Ayrshire & Arran","","All NHS Ayrshire & Arran ADPs","d","Community-based service","","Drug","","Number",185,14,19,2,1,0,0,0,0,218,3,1
"Q3 2024/2025","S08000015","","NHS Ayrshire & Arran","","All NHS Ayrshire & Arran ADPs","d","Prison-based service","","Drug","","Number",12,4,2,0,0,0,0,0,0,18,0,5
"Q4 2024/2025","S08000015","","NHS Ayrshire & Arran","","All NHS Ayrshire & Arran ADPs","d","Community-based service","","Drug","","Number",113,10,12,3,0,0,0,0,0,135,3,1.5
"Q4 2024/2025","S08000015","","NHS Ayrshire & Arran","","All NHS Ayrshire & Arran ADPs","d","Prison-based service","","Drug","","Number",12,5,0,1,1,0,0,0,0,17,2,7
"Q4 2023/2024","S08000016","","NHS Borders","","All NHS Borders ADPs","d","Community-based service","","Alcohol","","Number",69,6,1,0,0,0,0,0,0,76,0,1
"Q1 2024/2025","S08000016","","NHS Borders","","All NHS Borders ADPs","d","Community-based service","","Alcohol","","Number",47,10,1,0,3,0,0,0,0,58,3,1
"Q2 2024/2025","S08000016","","NHS Borders","","All NHS Borders ADPs","d","Community-based service","","Alcohol","","Number",63,10,3,0,1,0,0,0,0,76,1,0
"Q3 2024/2025","S08000016","","NHS Borders","","All NHS Borders ADPs","d","Community-based service","","Alcohol","","Number",56,10,4,0,1,0,0,0,0,70,1,0
"Q4 2024/2025","S08000016","","NHS Borders","","All NHS Borders ADPs","d","Community-based service","","Alcohol","","Number",63,4,0,2,0,0,0,0,0,67,2,0
"Q4 2023/2024","S08000016","","NHS Borders","","All NHS Borders ADPs","d","Community-based service","","All","d","Number",114,9,2,0,1,0,0,0,0,125,1,1
"Q1 2024/2025","S08000016","","NHS Borders","","All NHS Borders ADPs","d","Community-based service","","All","d","Number",82,20,2,1,3,0,0,0,0,104,4,2
"Q2 2024/2025","S08000016","","NHS Borders","","All NHS Borders ADPs","d","Community-based service","","All","d","Number",95,20,3,0,1,0,0,0,0,118,1,0
"Q3 2024/2025","S08000016","","NHS Borders","","All NHS Borders ADPs","d","Community-based service","","All","d","Number",91,16,6,0,1,0,0,0,0,113,1,0
"Q4 2024/2025","S08000016","","NHS Borders","","All NHS Borders ADPs","d","Community-based service","","All","d","Number",130,7,0,2,0,0,0,0,0,137,2,0
"Q4 2023/2024","S08000016","","NHS Borders","","All NHS Borders ADPs","d","Community-based service","","Co-dependency","","Number",7,0,0,0,0,0,0,0,0,7,0,1
"Q1 2024/2025","S08000016","","NHS Borders","","All NHS Borders ADPs","d","Community-based service","","Co-dependency","","Number",3,2,0,0,0,0,0,0,0,5,0,5
"Q2 2024/2025","S08000016","","NHS Borders","","All NHS Borders ADPs","d","Community-based service","","Co-dependency","","Number",8,2,0,0,0,0,0,0,0,10,0,0
"Q3 2024/2025","S08000016","","NHS Borders","","All NHS Borders ADPs","d","Community-based service","","Co-dependency","","Number",13,1,1,0,0,0,0,0,0,15,0,0
"Q4 2024/2025","S08000016","","NHS Borders","","All NHS Borders ADPs","d","Community-based service","","Co-dependency","","Number",18,0,0,0,0,0,0,0,0,18,0,0
"Q4 2023/2024","S08000016","","NHS Borders","","All NHS Borders ADPs","d","Community-based service","","Drug","","Number",38,3,1,0,1,0,0,0,0,42,1,3
"Q1 2024/2025","S08000016","","NHS Borders","","All NHS Borders ADPs","d","Community-based service","","Drug","","Number",32,8,1,1,0,0,0,0,0,41,1,4
"Q2 2024/2025","S08000016","","NHS Borders","","All NHS Borders ADPs","d","Community-based service","","Drug","","Number",24,8,0,0,0,0,0,0,0,32,0,2
"Q3 2024/2025","S08000016","","NHS Borders","","All NHS Borders ADPs","d","Community-based service","","Drug","","Number",22,5,1,0,0,0,0,0,0,28,0,1
"Q4 2024/2025","S08000016","","NHS Borders","","All NHS Borders ADPs","d","Community-based service","","Drug","","Number",49,3,0,0,0,0,0,0,0,52,0,1
"Q4 2023/2024","S08000017","","NHS Dumfries & Galloway","","All NHS Dumfries & Galloway ADPs","d","Community-based service","","Alcohol","","Number",113,59,19,7,1,0,0,0,0,191,8,7
"Q4 2023/2024","S08000017","","NHS Dumfries & Galloway","","All NHS Dumfries & Galloway ADPs","d","Prison-based service","","Alcohol","","Number",8,0,0,0,0,0,0,0,0,8,0,0
"Q1 2024/2025","S08000017","","NHS Dumfries & Galloway","","All NHS Dumfries & Galloway ADPs","d","Community-based service","","Alcohol","","Number",97,61,18,2,0,0,0,0,0,176,2,7
"Q1 2024/2025","S08000017","","NHS Dumfries & Galloway","","All NHS Dumfries & Galloway ADPs","d","Prison-based service","","Alcohol","","Number",4,0,0,0,0,0,0,0,0,4,0,0
"Q2 2024/2025","S08000017","","NHS Dumfries & Galloway","","All NHS Dumfries & Galloway ADPs","d","Community-based service","","Alcohol","","Number",68,58,16,1,1,0,0,0,0,142,2,8
"Q2 2024/2025","S08000017","","NHS Dumfries & Galloway","","All NHS Dumfries & Galloway ADPs","d","Prison-based service","","Alcohol","","Number",5,0,0,0,0,0,0,0,0,5,0,1
"Q3 2024/2025","S08000017","","NHS Dumfries & Galloway","","All NHS Dumfries & Galloway ADPs","d","Community-based service","","Alcohol","","Number",88,43,13,1,1,0,0,0,0,144,2,7
"Q3 2024/2025","S08000017","","NHS Dumfries & Galloway","","All NHS Dumfries & Galloway ADPs","d","Prison-based service","","Alcohol","","Number",2,0,0,0,0,0,0,0,0,2,0,1.5
"Q4 2024/2025","S08000017","","NHS Dumfries & Galloway","","All NHS Dumfries & Galloway ADPs","d","Community-based service","","Alcohol","","Number",118,57,11,3,1,0,0,0,0,186,4,7
"Q4 2024/2025","S08000017","","NHS Dumfries & Galloway","","All NHS Dumfries & Galloway ADPs","d","Prison-based service","","Alcohol","","Number",4,0,0,0,0,0,0,0,0,4,0,1
"Q4 2023/2024","S08000017","","NHS Dumfries & Galloway","","All NHS Dumfries & Galloway ADPs","d","Community-based service","","All","d","Number",202,77,23,9,1,0,0,0,0,302,10,6
"Q4 2023/2024","S08000017","","NHS Dumfries & Galloway","","All NHS Dumfries & Galloway ADPs","d","Prison-based service","","All","d","Number",23,0,0,0,1,0,0,0,0,23,1,0
"Q1 2024/2025","S08000017","","NHS Dumfries & Galloway","","All NHS Dumfries & Galloway ADPs","d","Community-based service","","All","d","Number",190,83,18,2,0,0,0,0,0,291,2,6
"Q1 2024/2025","S08000017","","NHS Dumfries & Galloway","","All NHS Dumfries & Galloway ADPs","d","Prison-based service","","All","d","Number",22,0,0,0,0,0,0,0,0,22,0,0
"Q2 2024/2025","S08000017","","NHS Dumfries & Galloway","","All NHS Dumfries & Galloway ADPs","d","Community-based service","","All","d","Number",136,85,20,1,4,0,1,0,0,241,6,7
"Q2 2024/2025","S08000017","","NHS Dumfries & Galloway","","All NHS Dumfries & Galloway ADPs","d","Prison-based service","","All","d","Number",35,0,0,0,0,0,0,0,0,35,0,1
"Q3 2024/2025","S08000017","","NHS Dumfries & Galloway","","All NHS Dumfries & Galloway ADPs","d","Community-based service","","All","d","Number",161,62,13,1,1,0,0,0,0,236,2,5
"Q3 2024/2025","S08000017","","NHS Dumfries & Galloway","","All NHS Dumfries & Galloway ADPs","d","Prison-based service","","All","d","Number",12,0,0,0,0,0,0,0,0,12,0,1
"Q4 2024/2025","S08000017","","NHS Dumfries & Galloway","","All NHS Dumfries & Galloway ADPs","d","Community-based service","","All","d","Number",190,68,13,3,1,0,0,0,0,271,4,6
"Q4 2024/2025","S08000017","","NHS Dumfries & Galloway","","All NHS Dumfries & Galloway ADPs","d","Prison-based service","","All","d","Number",16,0,0,0,0,0,0,0,0,16,0,0
"Q4 2023/2024","S08000017","","NHS Dumfries & Galloway","","All NHS Dumfries & Galloway ADPs","d","Community-based service","","Co-dependency","","Number",14,4,1,0,0,0,0,0,0,19,0,5
"Q4 2023/2024","S08000017","","NHS Dumfries & Galloway","","All NHS Dumfries & Galloway ADPs","d","Prison-based service","","Co-dependency","","Number",3,0,0,0,1,0,0,0,0,3,1,1
"Q1 2024/2025","S08000017","","NHS Dumfries & Galloway","","All NHS Dumfries & Galloway ADPs","d","Community-based service","","Co-dependency","","Number",11,6,0,0,0,0,0,0,0,17,0,5
"Q1 2024/2025","S08000017","","NHS Dumfries & Galloway","","All NHS Dumfries & Galloway ADPs","d","Prison-based service","","Co-dependency","","Number",6,0,0,0,0,0,0,0,0,6,0,1
"Q2 2024/2025","S08000017","","NHS Dumfries & Galloway","","All NHS Dumfries & Galloway ADPs","d","Community-based service","","Co-dependency","","Number",8,7,0,0,0,0,0,0,0,15,0,7
"Q2 2024/2025","S08000017","","NHS Dumfries & Galloway","","All NHS Dumfries & Galloway ADPs","d","Prison-based service","","Co-dependency","","Number",5,0,0,0,0,0,0,0,0,5,0,1
"Q3 2024/2025","S08000017","","NHS Dumfries & Galloway","","All NHS Dumfries & Galloway ADPs","d","Community-based service","","Co-dependency","","Number",11,3,0,0,0,0,0,0,0,14,0,5
"Q3 2024/2025","S08000017","","NHS Dumfries & Galloway","","All NHS Dumfries & Galloway ADPs","d","Prison-based service","","Co-dependency","","Number",1,0,0,0,0,0,0,0,0,1,0,6
"Q4 2024/2025","S08000017","","NHS Dumfries & Galloway","","All NHS Dumfries & Galloway ADPs","d","Community-based service","","Co-dependency","","Number",12,1,1,0,0,0,0,0,0,14,0,4.5
"Q4 2024/2025","S08000017","","NHS Dumfries & Galloway","","All NHS Dumfries & Galloway ADPs","d","Prison-based service","","Co-dependency","","Number",3,0,0,0,0,0,0,0,0,3,0,0
"Q4 2023/2024","S08000017","","NHS Dumfries & Galloway","","All NHS Dumfries & Galloway ADPs","d","Community-based service","","Drug","","Number",75,14,3,2,0,0,0,0,0,92,2,3
"Q4 2023/2024","S08000017","","NHS Dumfries & Galloway","","All NHS Dumfries & Galloway ADPs","d","Prison-based service","","Drug","","Number",12,0,0,0,0,0,0,0,0,12,0,0
"Q1 2024/2025","S08000017","","NHS Dumfries & Galloway","","All NHS Dumfries & Galloway ADPs","d","Community-based service","","Drug","","Number",82,16,0,0,0,0,0,0,0,98,0,2
"Q1 2024/2025","S08000017","","NHS Dumfries & Galloway","","All NHS Dumfries & Galloway ADPs","d","Prison-based service","","Drug","","Number",12,0,0,0,0,0,0,0,0,12,0,0
"Q2 2024/2025","S08000017","","NHS Dumfries & Galloway","","All NHS Dumfries & Galloway ADPs","d","Community-based service","","Drug","","Number",60,20,4,0,3,0,1,0,0,84,4,4
"Q2 2024/2025","S08000017","","NHS Dumfries & Galloway","","All NHS Dumfries & Galloway ADPs","d","Prison-based service","","Drug","","Number",25,0,0,0,0,0,0,0,0,25,0,1
"Q3 2024/2025","S08000017","","NHS Dumfries & Galloway","","All NHS Dumfries & Galloway ADPs","d","Community-based service","","Drug","","Number",62,16,0,0,0,0,0,0,0,78,0,3
"Q3 2024/2025","S08000017","","NHS Dumfries & Galloway","","All NHS Dumfries & Galloway ADPs","d","Prison-based service","","Drug","","Number",9,0,0,0,0,0,0,0,0,9,0,1
"Q4 2024/2025","S08000017","","NHS Dumfries & Galloway","","All NHS Dumfries & Galloway ADPs","d","Community-based service","","Drug","","Number",60,10,1,0,0,0,0,0,0,71,0,2
"Q4 2024/2025","S08000017","","NHS Dumfries & Galloway","","All NHS Dumfries & Galloway ADPs","d","Prison-based service","","Drug","","Number",9,0,0,0,0,0,0,0,0,9,0,0
"Q4 2023/2024","S08000029","","NHS Fife","","All NHS Fife ADPs","d","Community-based service","","Alcohol","","Number",114,85,94,9,12,3,3,0,0,293,27,12
"Q1 2024/2025","S08000029","","NHS Fife","","All NHS Fife ADPs","d","Community-based service","","Alcohol","","Number",91,84,87,8,7,0,0,0,0,262,15,13
"Q2 2024/2025","S08000029","","NHS Fife","","All NHS Fife ADPs","d","Community-based service","","Alcohol","","Number",99,87,77,8,11,2,1,0,0,263,22,12
"Q3 2024/2025","S08000029","","NHS Fife","","All NHS Fife ADPs","d","Community-based service","","Alcohol","","Number",89,78,85,16,6,0,0,0,0,252,22,13
"Q4 2024/2025","S08000029","","NHS Fife","","All NHS Fife ADPs","d","Community-based service","","Alcohol","","Number",121,62,51,12,12,1,0,0,0,234,25,8
"Q4 2023/2024","S08000029","","NHS Fife","","All NHS Fife ADPs","d","Community-based service","","All","d","Number",303,149,132,12,25,3,3,0,0,584,43,8
"Q1 2024/2025","S08000029","","NHS Fife","","All NHS Fife ADPs","d","Community-based service","","All","d","Number",232,158,116,17,13,0,0,0,0,506,30,9
"Q2 2024/2025","S08000029","","NHS Fife","","All NHS Fife ADPs","d","Community-based service","","All","d","Number",242,158,107,19,19,3,1,0,0,507,42,8
"Q3 2024/2025","S08000029","","NHS Fife","","All NHS Fife ADPs","d","Community-based service","","All","d","Number",322,167,143,27,12,0,0,0,0,632,39,8
"Q4 2024/2025","S08000029","","NHS Fife","","All NHS Fife ADPs","d","Community-based service","","All","d","Number",267,130,101,19,21,2,0,0,0,498,42,8
"Q4 2023/2024","S08000029","","NHS Fife","","All NHS Fife ADPs","d","Community-based service","","Co-dependency","","Number",42,10,6,1,0,0,0,0,0,58,1,6
"Q1 2024/2025","S08000029","","NHS Fife","","All NHS Fife ADPs","d","Community-based service","","Co-dependency","","Number",36,20,5,2,1,0,0,0,0,61,3,7
"Q2 2024/2025","S08000029","","NHS Fife","","All NHS Fife ADPs","d","Community-based service","","Co-dependency","","Number",38,22,6,4,5,1,0,0,0,66,10,7.5
"Q3 2024/2025","S08000029","","NHS Fife","","All NHS Fife ADPs","d","Community-based service","","Co-dependency","","Number",32,9,7,0,0,0,0,0,0,48,0,6
"Q4 2024/2025","S08000029","","NHS Fife","","All NHS Fife ADPs","d","Community-based service","","Co-dependency","","Number",18,4,6,1,1,0,0,0,0,28,2,6
"Q4 2023/2024","S08000029","","NHS Fife","","All NHS Fife ADPs","d","Community-based service","","Drug","","Number",147,54,32,2,13,0,0,0,0,233,15,6
"Q1 2024/2025","S08000029","","NHS Fife","","All NHS Fife ADPs","d","Community-based service","","Drug","","Number",105,54,24,7,5,0,0,0,0,183,12,7
"Q2 2024/2025","S08000029","","NHS Fife","","All NHS Fife ADPs","d","Community-based service","","Drug","","Number",105,49,24,7,3,0,0,0,0,178,10,7
"Q3 2024/2025","S08000029","","NHS Fife","","All NHS Fife ADPs","d","Community-based service","","Drug","","Number",201,80,51,11,6,0,0,0,0,332,17,6
"Q4 2024/2025","S08000029","","NHS Fife","","All NHS Fife ADPs","d","Community-based service","","Drug","","Number",128,64,44,6,8,1,0,0,0,236,15,7
"Q4 2023/2024","S08000019","","NHS Forth Valley","","All NHS Forth Valley ADPs","d","Community-based service","","Alcohol","","Number",66,84,52,21,23,1,0,0,0,202,45,13
"Q4 2023/2024","S08000019","","NHS Forth Valley","","All NHS Forth Valley ADPs","d","Prison-based service","","Alcohol","","Number",5,3,2,0,0,0,0,0,0,10,0,7.5
"Q1 2024/2025","S08000019","","NHS Forth Valley","","All NHS Forth Valley ADPs","d","Community-based service","","Alcohol","","Number",80,68,39,9,5,0,0,0,0,187,14,10
"Q1 2024/2025","S08000019","","NHS Forth Valley","","All NHS Forth Valley ADPs","d","Prison-based service","","Alcohol","","Number",6,0,2,0,0,0,0,0,0,8,0,0
"Q2 2024/2025","S08000019","","NHS Forth Valley","","All NHS Forth Valley ADPs","d","Community-based service","","Alcohol","","Number",89,85,60,1,0,0,0,0,0,234,1,11
"Q2 2024/2025","S08000019","","NHS Forth Valley","","All NHS Forth Valley ADPs","d","Prison-based service","","Alcohol","","Number",5,1,1,0,0,0,0,0,0,7,0,0
"Q3 2024/2025","S08000019","","NHS Forth Valley","","All NHS Forth Valley ADPs","d","Community-based service","","Alcohol","","Number",92,73,39,3,1,0,0,0,0,204,4,10
"Q3 2024/2025","S08000019","","NHS Forth Valley","","All NHS Forth Valley ADPs","d","Prison-based service","","Alcohol","","Number",8,1,0,0,0,0,0,0,0,9,0,0
"Q4 2024/2025","S08000019","","NHS Forth Valley","","All NHS Forth Valley ADPs","d","Community-based service","","Alcohol","","Number",73,72,32,3,1,0,0,0,0,177,4,10
"Q4 2024/2025","S08000019","","NHS Forth Valley","","All NHS Forth Valley ADPs","d","Prison-based service","","Alcohol","","Number",4,0,0,0,0,0,0,0,0,4,0,0
"Q4 2023/2024","S08000019","","NHS Forth Valley","","All NHS Forth Valley ADPs","d","Community-based service","","All","d","Number",159,146,87,37,43,3,0,0,0,392,83,12
"Q4 2023/2024","S08000019","","NHS Forth Valley","","All NHS Forth Valley ADPs","d","Prison-based service","","All","d","Number",66,13,6,3,0,0,0,0,0,85,3,1
"Q1 2024/2025","S08000019","","NHS Forth Valley","","All NHS Forth Valley ADPs","d","Community-based service","","All","d","Number",175,125,58,14,9,0,0,0,0,358,23,8
"Q1 2024/2025","S08000019","","NHS Forth Valley","","All NHS Forth Valley ADPs","d","Prison-based service","","All","d","Number",66,11,15,0,1,0,0,0,0,92,1,1
"Q2 2024/2025","S08000019","","NHS Forth Valley","","All NHS Forth Valley ADPs","d","Community-based service","","All","d","Number",179,142,94,1,1,0,0,0,0,415,2,9
"Q2 2024/2025","S08000019","","NHS Forth Valley","","All NHS Forth Valley ADPs","d","Prison-based service","","All","d","Number",89,5,6,6,0,0,0,0,0,100,6,0
"Q3 2024/2025","S08000019","","NHS Forth Valley","","All NHS Forth Valley ADPs","d","Community-based service","","All","d","Number",191,151,64,4,3,0,0,1,0,406,8,8
"Q3 2024/2025","S08000019","","NHS Forth Valley","","All NHS Forth Valley ADPs","d","Prison-based service","","All","d","Number",87,1,1,0,0,0,0,0,0,89,0,0
"Q4 2024/2025","S08000019","","NHS Forth Valley","","All NHS Forth Valley ADPs","d","Community-based service","","All","d","Number",158,121,56,3,1,0,1,0,0,335,5,8
"Q4 2024/2025","S08000019","","NHS Forth Valley","","All NHS Forth Valley ADPs","d","Prison-based service","","All","d","Number",85,4,2,1,0,0,0,0,0,91,1,0
"Q4 2023/2024","S08000019","","NHS Forth Valley","","All NHS Forth Valley ADPs","d","Community-based service","","Co-dependency","","Number",15,14,14,5,5,1,0,0,0,43,11,14
"Q4 2023/2024","S08000019","","NHS Forth Valley","","All NHS Forth Valley ADPs","d","Prison-based service","","Co-dependency","","Number",12,1,2,0,0,0,0,0,0,15,0,1
"Q1 2024/2025","S08000019","","NHS Forth Valley","","All NHS Forth Valley ADPs","d","Community-based service","","Co-dependency","","Number",20,12,8,2,2,0,0,0,0,40,4,9
"Q1 2024/2025","S08000019","","NHS Forth Valley","","All NHS Forth Valley ADPs","d","Prison-based service","","Co-dependency","","Number",18,1,4,0,0,0,0,0,0,23,0,0
"Q2 2024/2025","S08000019","","NHS Forth Valley","","All NHS Forth Valley ADPs","d","Community-based service","","Co-dependency","","Number",13,20,15,0,1,0,0,0,0,48,1,13
"Q2 2024/2025","S08000019","","NHS Forth Valley","","All NHS Forth Valley ADPs","d","Prison-based service","","Co-dependency","","Number",34,0,0,1,0,0,0,0,0,34,1,0
"Q3 2024/2025","S08000019","","NHS Forth Valley","","All NHS Forth Valley ADPs","d","Community-based service","","Co-dependency","","Number",23,19,8,0,0,0,0,0,0,50,0,8
"Q3 2024/2025","S08000019","","NHS Forth Valley","","All NHS Forth Valley ADPs","d","Prison-based service","","Co-dependency","","Number",25,0,1,0,0,0,0,0,0,26,0,0
"Q4 2024/2025","S08000019","","NHS Forth Valley","","All NHS Forth Valley ADPs","d","Community-based service","","Co-dependency","","Number",17,17,5,0,0,0,1,0,0,39,1,10
"Q4 2024/2025","S08000019","","NHS Forth Valley","","All NHS Forth Valley ADPs","d","Prison-based service","","Co-dependency","","Number",23,2,0,0,0,0,0,0,0,25,0,0
"Q4 2023/2024","S08000019","","NHS Forth Valley","","All NHS Forth Valley ADPs","d","Community-based service","","Drug","","Number",78,48,21,11,15,1,0,0,0,147,27,8.5
"Q4 2023/2024","S08000019","","NHS Forth Valley","","All NHS Forth Valley ADPs","d","Prison-based service","","Drug","","Number",49,9,2,3,0,0,0,0,0,60,3,1
"Q1 2024/2025","S08000019","","NHS Forth Valley","","All NHS Forth Valley ADPs","d","Community-based service","","Drug","","Number",75,45,11,3,2,0,0,0,0,131,5,7
"Q1 2024/2025","S08000019","","NHS Forth Valley","","All NHS Forth Valley ADPs","d","Prison-based service","","Drug","","Number",42,10,9,0,1,0,0,0,0,61,1,2
"Q2 2024/2025","S08000019","","NHS Forth Valley","","All NHS Forth Valley ADPs","d","Community-based service","","Drug","","Number",77,37,19,0,0,0,0,0,0,133,0,7
"Q2 2024/2025","S08000019","","NHS Forth Valley","","All NHS Forth Valley ADPs","d","Prison-based service","","Drug","","Number",50,4,5,5,0,0,0,0,0,59,5,0.5
"Q3 2024/2025","S08000019","","NHS Forth Valley","","All NHS Forth Valley ADPs","d","Community-based service","","Drug","","Number",76,59,17,1,2,0,0,1,0,152,4,8
"Q3 2024/2025","S08000019","","NHS Forth Valley","","All NHS Forth Valley ADPs","d","Prison-based service","","Drug","","Number",54,0,0,0,0,0,0,0,0,54,0,0
"Q4 2024/2025","S08000019","","NHS Forth Valley","","All NHS Forth Valley ADPs","d","Community-based service","","Drug","","Number",68,32,19,0,0,0,0,0,0,119,0,6
"Q4 2024/2025","S08000019","","NHS Forth Valley","","All NHS Forth Valley ADPs","d","Prison-based service","","Drug","","Number",58,2,2,1,0,0,0,0,0,62,1,0
"Q4 2023/2024","S08000020","","NHS Grampian","","All NHS Grampian ADPs","d","Community-based service","","Alcohol","","Number",179,80,40,13,9,1,0,0,0,299,23,7
"Q4 2023/2024","S08000020","","NHS Grampian","","All NHS Grampian ADPs","d","Prison-based service","","Alcohol","","Number",2,0,0,0,0,0,0,0,0,2,0,0.5
"Q1 2024/2025","S08000020","","NHS Grampian","","All NHS Grampian ADPs","d","Community-based service","","Alcohol","","Number",175,80,35,9,6,0,0,0,0,290,15,6
"Q1 2024/2025","S08000020","","NHS Grampian","","All NHS Grampian ADPs","d","Prison-based service","","Alcohol","","Number",5,0,0,0,0,0,0,0,0,5,0,0
"Q2 2024/2025","S08000020","","NHS Grampian","","All NHS Grampian ADPs","d","Community-based service","","Alcohol","","Number",182,62,38,15,11,1,1,0,0,282,28,6
"Q2 2024/2025","S08000020","","NHS Grampian","","All NHS Grampian ADPs","d","Prison-based service","","Alcohol","","Number",0,0,0,0,0,0,0,0,0,0,0,0
"Q3 2024/2025","S08000020","","NHS Grampian","","All NHS Grampian ADPs","d","Community-based service","","Alcohol","","Number",199,70,30,14,3,1,0,0,0,299,18,6
"Q3 2024/2025","S08000020","","NHS Grampian","","All NHS Grampian ADPs","d","Prison-based service","","Alcohol","","Number",1,0,0,0,0,0,0,0,0,1,0,5
"Q4 2024/2025","S08000020","","NHS Grampian","","All NHS Grampian ADPs","d","Community-based service","","Alcohol","","Number",159,73,49,9,8,2,1,0,0,281,20,7
"Q4 2024/2025","S08000020","","NHS Grampian","","All NHS Grampian ADPs","d","Prison-based service","","Alcohol","","Number",0,0,0,0,0,0,0,0,0,0,0,0
"Q4 2023/2024","S08000020","","NHS Grampian","","All NHS Grampian ADPs","d","Community-based service","","All","d","Number",437,146,59,20,12,1,0,0,0,642,33,5
"Q4 2023/2024","S08000020","","NHS Grampian","","All NHS Grampian ADPs","d","Prison-based service","","All","d","Number",23,0,0,0,0,0,0,0,0,23,0,0
"Q1 2024/2025","S08000020","","NHS Grampian","","All NHS Grampian ADPs","d","Community-based service","","All","d","Number",429,132,46,14,11,0,0,0,0,607,25,4
"Q1 2024/2025","S08000020","","NHS Grampian","","All NHS Grampian ADPs","d","Prison-based service","","All","d","Number",35,0,0,1,0,0,1,0,0,35,2,0
"Q2 2024/2025","S08000020","","NHS Grampian","","All NHS Grampian ADPs","d","Community-based service","","All","d","Number",461,132,56,23,16,3,1,0,0,649,43,5
"Q2 2024/2025","S08000020","","NHS Grampian","","All NHS Grampian ADPs","d","Prison-based service","","All","d","Number",1,0,0,0,0,0,0,0,0,1,0,0
"Q3 2024/2025","S08000020","","NHS Grampian","","All NHS Grampian ADPs","d","Community-based service","","All","d","Number",463,138,49,20,4,1,0,0,0,650,25,4
"Q3 2024/2025","S08000020","","NHS Grampian","","All NHS Grampian ADPs","d","Prison-based service","","All","d","Number",5,1,0,0,2,0,0,0,0,6,2,4.5
"Q4 2024/2025","S08000020","","NHS Grampian","","All NHS Grampian ADPs","d","Community-based service","","All","d","Number",430,130,69,14,19,2,1,0,0,629,36,6
"Q4 2024/2025","S08000020","","NHS Grampian","","All NHS Grampian ADPs","d","Prison-based service","","All","d","Number",3,1,0,0,0,0,0,0,0,4,0,4
"Q4 2023/2024","S08000020","","NHS Grampian","","All NHS Grampian ADPs","d","Community-based service","","Co-dependency","","Number",31,10,3,1,1,0,0,0,0,44,2,5.5
"Q4 2023/2024","S08000020","","NHS Grampian","","All NHS Grampian ADPs","d","Prison-based service","","Co-dependency","","Number",15,0,0,0,0,0,0,0,0,15,0,0
"Q1 2024/2025","S08000020","","NHS Grampian","","All NHS Grampian ADPs","d","Community-based service","","Co-dependency","","Number",37,6,2,2,0,0,0,0,0,45,2,3
"Q1 2024/2025","S08000020","","NHS Grampian","","All NHS Grampian ADPs","d","Prison-based service","","Co-dependency","","Number",20,0,0,1,0,0,0,0,0,20,1,0
"Q2 2024/2025","S08000020","","NHS Grampian","","All NHS Grampian ADPs","d","Community-based service","","Co-dependency","","Number",33,4,4,2,1,0,0,0,0,41,3,3
